lonlat,2019-04-02_07-30,2019-04-02_07-31,2019-04-02_07-32,2019-04-02_07-33,2019-04-02_07-34,2019-04-02_07-35,2019-04-02_07-36,2019-04-02_07-37,2019-04-02_07-38,2019-04-02_07-39,2019-04-02_07-40,2019-04-02_07-41,2019-04-02_07-42,2019-04-02_07-43,2019-04-02_07-44,2019-04-02_07-45,2019-04-02_07-46,2019-04-02_07-47,2019-04-02_07-48,2019-04-02_07-49,2019-04-02_07-50,2019-04-02_07-51,2019-04-02_07-52,2019-04-02_07-53,2019-04-02_07-54,2019-04-02_07-55,2019-04-02_07-56,2019-04-02_07-57,2019-04-02_07-58,2019-04-02_07-59,2019-04-02_08-00,2019-04-02_08-01,2019-04-02_08-02,2019-04-02_08-03,2019-04-02_08-04,2019-04-02_08-05,2019-04-02_08-06,2019-04-02_08-07,2019-04-02_08-08,2019-04-02_08-09,2019-04-02_08-10,2019-04-02_08-11,2019-04-02_08-12,2019-04-02_08-13,2019-04-02_08-14,2019-04-02_08-15,2019-04-02_08-16,2019-04-02_08-17,2019-04-02_08-18,2019-04-02_08-19,2019-04-02_08-20,2019-04-02_08-21,2019-04-02_08-22,2019-04-02_08-23,2019-04-02_08-24,2019-04-02_08-25,2019-04-02_08-26,2019-04-02_08-27,2019-04-02_08-28,2019-04-02_08-29,2019-04-02_08-30,2019-04-02_08-31,2019-04-02_08-32,2019-04-02_08-33,2019-04-02_08-34,2019-04-02_08-35,2019-04-02_08-36,2019-04-02_08-37,2019-04-02_08-38,2019-04-02_08-39
116.306363-39.940156,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
116.305376-39.940477,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
116.316905-39.93759,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
116.317791-39.937548,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
116.323956-39.937042,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
116.324638-39.93698,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
116.326172-39.936875,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
116.327393-39.936787,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
116.328791-39.936722,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
116.330044-39.936729,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
116.334839-39.936954,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,40,20,20,20,20,20,20,20,20,20,20,20,20,20,40,40,40,40,40,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
116.337834-39.937065,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,40,20,20,20,20,20,20,20,20,20,20,20,20,20,40,40,40,40,40,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
116.338465-39.937119,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
116.338989-39.937189,20,20,20,20,20,20,20,20,20,40,20,60,60,60,60,60,40,40,60,40,40,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,40,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
116.339633-39.937315,20,20,20,20,20,20,20,20,20,20,20,60,60,60,60,60,40,40,60,40,40,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,40,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
116.340555-39.9376,20,20,20,20,20,20,20,20,20,20,20,60,60,60,60,60,40,40,60,40,40,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,40,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
116.341272-39.937851,20,20,20,20,20,20,20,20,20,20,20,60,60,60,60,60,40,40,60,40,40,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,40,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
116.341969-39.938066,20,20,20,20,20,20,20,20,20,20,20,60,60,60,60,60,40,40,60,40,40,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,40,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
116.342532-39.938268,20,20,20,20,20,20,20,20,20,20,20,60,60,60,60,60,40,40,60,40,40,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,40,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
116.345198-39.938652,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,20,20,20,20
116.346478-39.93882,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
116.356022-39.943921,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,20,20,20,40,40,40,40,40,40,40,40,20,20,40,20,40,40,20,20,20,20,20,20,20,40,40,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,40,20,20,20,20,20,20,20
116.35754-39.944444,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,20,20,20,40,40,40,40,40,40,40,40,20,20,40,20,40,40,20,20,20,20,20,20,20,40,40,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,40,20,20,20,20,20,20,20
116.35834-39.944683,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,20,20,20,40,40,40,40,40,40,40,40,20,20,40,20,40,40,20,20,20,20,20,20,20,40,40,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,40,20,20,20,20,20,20,20
116.358973-39.944874,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,20,20,20,40,40,40,40,40,40,40,40,20,20,40,20,40,40,20,20,20,20,20,20,20,40,40,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,40,20,20,20,20,20,20,20
116.360506-39.945483,20,20,20,20,20,20,20,20,20,20,20,40,40,40,40,20,40,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,40,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,40,20,40,40,20,20,20,20
116.360986-39.94569,20,20,20,20,20,20,20,20,20,20,20,40,40,40,40,20,40,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,40,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,40,20,40,40,20,20,20,20
116.362096-39.946147,20,20,20,20,20,20,20,20,20,20,20,40,40,40,40,20,40,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,40,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,40,20,40,40,20,20,20,20
116.363042-39.946517,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
116.363408-39.946652,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
116.344616-39.93858,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,20,20,20,20
116.347881-39.938959,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
116.373388-39.953192,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,40,40,20,20,40,40,20,40,20,20,20,20,20,20,20,20,40,40,40,40,40,40,60,60,60,60,60,60,60,40,40,20,20,20,20,20,20
116.373529-39.959304,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,40,20,20,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,60,60,60,40,60,60,60,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40
116.374467-39.967095,60,60,60,60,60,60,60,60,60,40,60,60,40,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
116.374142-39.965478,40,40,40,40,60,40,60,40,40,20,40,40,40,40,40,40,20,60,60,60,60,40,60,60,60,60,60,60,40,40,40,60,60,60,40,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,40,40,60,60,60,60,60,60,40,40,40,40,60,60,60
116.283728-40.104706,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,60,60,40,40,60,60,60,60,60,40,40,40,40,40,40,40,40,20,20,20,20,20,20,20,20,20
116.284176-40.104282,60,60,60,40,60,60,60,60,60,60,60,60,40,40,40,40,40,40,40,40,40,40,40,40,20,20,20,20,20,20,40,60,40,40,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,40,40,40,40,60,40,60,40,40,40,40
116.33021-40.043365,40,40,60,60,40,40,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
116.333761-40.038755,40,20,40,40,40,40,40,40,60,60,60,40,40,40,40,40,40,40,20,20,40,40,40,40,40,40,40,40,40,40,40,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
116.334219-40.038365,40,20,40,40,40,40,40,40,60,60,60,40,40,40,40,40,40,40,20,20,40,40,40,40,40,40,40,40,40,40,40,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
116.334613-40.037934,40,20,40,40,40,40,40,40,60,60,60,40,40,40,40,40,40,40,20,20,40,40,40,40,40,40,40,40,40,40,40,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
116.320704-40.055889,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
116.32098-40.055634,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
116.321329-40.055283,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
116.278178-40.108373,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
116.278264-40.108308,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
116.282518-40.105181,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,60,60,40,40,60,60,60,60,60,40,40,40,40,40,40,40,40,20,20,20,20,20,20,20,20,20
116.283288-40.104593,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,60,60,40,40,60,60,60,60,60,40,40,40,40,40,40,40,40,20,20,20,20,20,20,20,20,20
116.284296-40.103723,60,60,60,40,60,60,60,60,60,60,60,60,40,40,40,40,40,40,40,40,40,40,40,40,20,20,20,20,20,20,40,60,40,40,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,40,40,40,40,60,40,60,40,40,40,40
116.284567-40.103434,60,60,60,40,60,60,60,60,60,60,60,60,40,40,40,40,40,40,40,40,40,40,40,40,20,20,20,20,20,20,40,60,40,40,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,40,40,40,40,60,40,60,40,40,40,40
116.28491-40.103055,60,60,60,40,60,60,60,60,60,60,60,60,40,40,40,40,40,40,40,40,40,40,40,40,20,20,20,20,20,20,40,60,40,40,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,40,40,40,40,60,40,60,40,40,40,40
116.285227-40.102674,60,60,60,40,60,60,60,60,60,60,60,60,40,40,40,40,40,40,40,40,40,40,40,40,20,20,20,20,20,20,40,60,40,40,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,40,40,40,40,60,40,60,40,40,40,40
116.285621-40.102108,60,60,60,40,60,60,60,60,60,60,60,60,40,40,40,40,40,40,40,40,40,40,40,40,20,20,20,20,20,20,40,60,40,40,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,40,40,40,40,60,40,60,40,40,40,40
116.285953-40.101591,60,60,60,40,60,60,60,60,60,60,60,60,40,40,40,40,40,40,40,40,40,40,40,40,20,20,20,20,20,20,40,60,40,40,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,40,40,40,40,60,40,60,40,40,40,40
116.286247-40.101043,60,60,60,40,60,60,60,60,60,60,60,60,40,40,40,40,40,40,40,40,40,40,40,40,20,20,20,20,20,20,40,60,40,40,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,40,40,40,40,60,40,60,40,40,40,40
116.28649-40.100465,60,60,60,60,60,60,60,60,60,60,40,40,40,40,40,60,40,40,40,40,40,40,40,60,40,40,40,40,20,20,60,60,60,40,60,60,60,60,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,60,40,40,40,40,40,40,40,40,40,60,40,60,40,40,40,40
116.286715-40.09979,60,60,60,60,60,60,60,60,60,40,40,40,40,40,40,60,40,40,40,40,40,40,40,60,40,40,40,40,20,20,20,60,60,60,60,40,60,40,40,60,40,40,40,40,40,40,40,40,40,40,40,40,40,60,40,40,40,40,40,60,40,40,40,60,40,60,40,40,40,40
116.286839-40.09951,60,60,60,60,60,60,60,60,60,40,40,40,40,40,40,60,40,40,40,40,40,40,40,60,40,40,40,40,20,20,20,60,60,60,60,40,60,40,40,60,40,40,40,40,40,40,40,40,40,40,40,40,40,60,40,40,40,40,40,60,40,40,40,60,40,60,40,40,40,40
116.286981-40.099263,60,60,60,60,60,60,60,60,60,40,40,40,40,40,40,60,40,40,40,40,40,40,40,60,40,40,40,40,20,20,20,60,60,60,60,40,60,40,40,60,40,40,40,40,40,40,40,40,40,40,40,40,40,60,40,40,40,40,40,60,40,40,40,60,40,60,40,40,40,40
116.287073-40.099127,60,60,60,60,60,60,60,60,60,40,40,40,40,40,40,60,40,40,40,40,40,40,40,60,40,40,40,40,20,20,20,60,60,60,60,40,60,40,40,60,40,40,40,40,40,40,40,40,40,40,40,40,40,60,40,40,40,40,40,60,40,40,40,60,40,60,40,40,40,40
116.287448-40.098653,60,60,60,60,60,60,60,60,60,40,40,40,40,40,40,60,40,40,40,40,40,40,40,60,40,40,40,40,20,20,20,60,60,60,60,40,60,40,40,60,40,40,40,40,40,40,40,40,40,40,40,40,40,60,40,40,40,40,40,60,40,40,40,60,40,60,40,40,40,40
116.291037-40.094059,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
116.291311-40.093701,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
116.291489-40.093476,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
116.291568-40.093376,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
116.291774-40.093115,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
116.334706-40.037822,40,20,40,40,40,40,40,40,60,60,60,40,40,40,40,40,40,40,20,20,40,40,40,40,40,40,40,40,40,40,40,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
116.33986-39.83053,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,40,40,40,40,40,40,60,60,60,60,60,60,60,60,40,40,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
116.339848-39.831292,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,40,40,40,40,40,40,60,60,60,60,60,60,60,60,40,40,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
116.339859-39.832037,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,40,40,40,40,40,40,60,60,60,60,60,60,60,60,40,40,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
116.337928-39.829299,20,20,20,20,20,20,20,20,20,20,20,40,40,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
116.339043-39.828374,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
116.339401-39.827382,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
116.339445-39.827087,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
116.339355-39.825239,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
116.364456-39.854943,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,40,40,60,60,60,60,40,40,60,60,60,60,60,60,60,60,60,60,60,40,60,60,60,60,40,40,20,20,20,20,20,40
116.286307-39.829233,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
116.367435-39.855551,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,40,40,40,60,60,60,40,60,40,60,60,40,40,20,20,40,20,20,40
116.368224-39.855452,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,40,40,60,40,40,40,60,60,60,60,60,40,20,20,20,20,40,40,40,40,40,40
116.366926-39.86065,60,60,60,60,60,60,20,60,60,60,60,60,20,60,60,60,60,60,60,60,60,60,40,40,20,20,20,40,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,60,60,60,60,60,20,40,40,20,20,60,60,60,60,60,60
116.339461-39.831292,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
116.339453-39.830543,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
116.36572-39.855471,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
116.340225-39.831385,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,40,40,40,40,40,40,60,60,60,60,60,60,60,60,40,40,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
116.340054-39.831651,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,40,40,40,40,40,40,60,60,60,60,60,60,60,60,40,40,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
116.339922-39.832036,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,40,40,40,40,40,40,60,60,60,60,60,60,60,60,40,40,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
116.337576-39.829391,20,20,20,20,20,20,20,20,20,20,20,40,40,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
